,Unnamed: 0,gene_id_x,gene_name,gene_type,gene_id_y,entrez_id,chromosome,strand,number_of_transcripts,median_transcriptome_length,median_genome_length,median_number_of_exons,median_gene_start,median_gene_end
51809,51809,ENSG00000166548,TK2,protein_coding,7041.0,7084.0,16,-,4.0,5040.0,42409.0,10.0,66541906.0,66584315.0
51811,51811,ENSG00000188158,NHS,protein_coding,4779.0,4810.0,X,+,2.0,8486.0,230635.0,8.0,17523478.0,17754113.0
51812,51812,ENSG00000076382,SPAG5,protein_coding,10468.0,10615.0,17,-,1.0,3784.0,21473.0,24.0,26904583.0,26926056.0
51824,51824,ENSG00000115762,PLEKHB2,protein_coding,34330.0,55041.0,2,+,2.0,4298.0,45005.0,8.0,131862420.0,131907425.0
51825,51825,ENSG00000152932,RAB3C,protein_coding,77715.0,115827.0,5,+,1.0,1004.0,268467.0,5.0,57878939.0,58147406.0
51826,51826,ENSG00000104154,SLC30A4,protein_coding,7737.0,7782.0,15,-,1.0,4275.0,40322.0,8.0,45774680.0,45815002.0
51828,51828,ENSG00000167995,BEST1,protein_coding,7396.0,7439.0,11,+,2.0,2746.0,14144.0,10.0,61717356.0,61731500.0
51829,51829,ENSG00000167037,SGSM1,protein_coding,79363.0,129049.0,22,+,4.0,5977.0,120677.0,25.0,25202136.0,25322813.0
51835,51835,ENSG00000108622,ICAM2,protein_coding,3364.0,3384.0,17,-,5.0,1212.0,18039.0,5.0,62079955.0,62097994.0
51838,51838,ENSG00000186660,ZFP91,protein_coding,56600.0,80829.0,11,+,2.0,5712.0,42436.0,11.0,58346587.0,58389023.0
51839,51839,ENSG00000053501,USE1,protein_coding,35138.0,55850.0,19,+,1.0,848.0,4483.0,8.0,17326155.0,17330638.0
51846,51846,ENSG00000128654,MTX2,protein_coding,10504.0,10651.0,2,+,2.0,1480.0,68630.0,10.0,177134123.0,177202753.0
51849,51849,ENSG00000278195,SSTR3,protein_coding,6713.0,6753.0,22,-,1.0,2121.0,6108.0,2.0,37602245.0,37608353.0
51851,51851,ENSG00000134775,FHOD3,protein_coding,56007.0,80206.0,18,+,1.0,4917.0,482316.0,25.0,33877702.0,34360018.0
51852,51852,ENSG00000262156,APOBEC3A,protein_coding,83556.0,200315.0,22,+,2.0,1268.0,20458.0,5.0,39353527.0,39373986.0
51853,51853,ENSG00000128383,APOBEC3A,protein_coding,83556.0,200315.0,22,+,2.0,1268.0,20458.0,5.0,39353527.0,39373986.0
51855,51855,ENSG00000251692,PTX4,protein_coding,123973.0,390667.0,16,-,1.0,1419.0,2528.0,3.0,1535940.0,1538468.0
51860,51860,ENSG00000126561,STAT5A,protein_coding,6736.0,6776.0,17,+,1.0,4280.0,24395.0,20.0,40439565.0,40463960.0
51861,51861,ENSG00000213420,GPC2,protein_coding,85812.0,221914.0,7,-,1.0,2522.0,7761.0,10.0,99767229.0,99774990.0
51862,51862,ENSG00000100316,RPL3,protein_coding,6090.0,6122.0,22,-,2.0,1254.0,6783.0,10.0,39708887.0,39715670.0
51865,51865,ENSG00000104381,GDAP1,protein_coding,33623.0,54332.0,8,+,2.0,3800.0,16700.0,6.0,75262636.0,75279335.0
51868,51868,ENSG00000231672,DIRC3,lincRNA,170294.0,729582.0,2,-,1.0,3893.0,472570.0,13.0,218148746.0,218621316.0
51869,51869,ENSG00000110721,CHKA,protein_coding,1111.0,1119.0,11,-,2.0,2678.0,68532.0,12.0,67820326.0,67888858.0
51876,51876,ENSG00000101935,AMMECR1,protein_coding,9805.0,9949.0,X,-,3.0,5411.0,123966.0,6.0,109437414.0,109561380.0
51877,51877,ENSG00000188611,ASAH2,protein_coding,35904.0,56624.0,10,-,2.0,2346.0,61370.0,20.0,51947000.0,52008370.0
51878,51878,ENSG00000144893,MED12L,protein_coding,78238.0,116931.0,3,+,1.0,10306.0,349789.0,43.0,150804676.0,151154465.0
51879,51879,ENSG00000138271,GPR87,protein_coding,33141.0,53836.0,3,-,1.0,1516.0,22760.0,3.0,151011876.0,151034636.0
51882,51882,ENSG00000122711,SPINK4,protein_coding,27035.0,27290.0,9,+,1.0,364.0,8369.0,4.0,33240196.0,33248565.0
51884,51884,ENSG00000198551,ZNF627,protein_coding,83486.0,199692.0,19,+,1.0,2860.0,21739.0,4.0,11708235.0,11729974.0
51887,51887,ENSG00000168594,ADAM29,protein_coding,10928.0,11086.0,4,+,4.0,3228.0,59822.0,4.0,175839509.0,175899331.0
51890,51890,ENSG00000120696,KBTBD7,protein_coding,58289.0,84078.0,13,-,1.0,2991.0,2991.0,1.0,41765711.0,41768702.0
51891,51891,ENSG00000008735,MAPK8IP2,protein_coding,23296.0,23542.0,22,+,2.0,3253.0,9632.0,11.0,51040346.0,51049979.0
51894,51894,ENSG00000253729,PRKDC,protein_coding,5559.0,5591.0,8,-,2.0,13376.0,187074.0,86.0,48685669.0,48872743.0
51896,51896,ENSG00000204710,SPDYC,protein_coding,122706.0,387778.0,11,+,1.0,875.0,2981.0,7.0,64937707.0,64940688.0
51898,51898,ENSG00000141013,GAS8,protein_coding,2606.0,2622.0,16,+,2.0,3215.0,22358.0,11.0,90089008.0,90111366.0
51905,51905,ENSG00000177409,SAMD9L,protein_coding,85501.0,219285.0,7,-,1.0,7128.0,18312.0,5.0,92759368.0,92777680.0
51906,51906,ENSG00000156011,PSD3,protein_coding,23117.0,23362.0,8,-,2.0,10874.0,383988.0,14.0,18384813.0,18768800.0
51908,51908,ENSG00000227124,ZNF717,protein_coding,1003708.0,100131827.0,3,-,1.0,3063.0,48226.0,5.0,75786029.0,75834255.0
51913,51913,ENSG00000177352,CCDC71,protein_coding,41449.0,64925.0,3,-,1.0,1810.0,3817.0,2.0,49199968.0,49203785.0
51914,51914,ENSG00000003249,DBNDD1,protein_coding,54847.0,79007.0,16,-,2.0,2098.0,9954.0,4.0,90071279.0,90081233.0
51916,51916,ENSG00000107372,ZFAND5,protein_coding,7719.0,7763.0,9,-,3.0,5725.0,13822.0,6.0,74966341.0,74980163.0
51917,51917,ENSG00000187531,SIRT7,protein_coding,31027.0,51547.0,17,-,1.0,1721.0,6243.0,10.0,79869815.0,79876058.0
51932,51932,ENSG00000106366,SERPINE1,protein_coding,5022.0,5054.0,7,+,2.0,3149.0,12168.0,10.0,100770379.0,100782547.0
51933,51933,ENSG00000183662,FAM19A1,protein_coding,128168.0,407738.0,3,+,1.0,1909.0,541317.0,5.0,68053454.0,68594771.0
51935,51935,ENSG00000182866,LCK,protein_coding,3907.0,3932.0,1,+,2.0,2096.0,23490.0,13.0,32728276.0,32751766.0
51936,51936,ENSG00000136840,ST6GALNAC4,protein_coding,26835.0,27090.0,9,-,2.0,1642.0,9140.0,6.0,130670165.0,130679305.0
51938,51938,ENSG00000213918,DNASE1,protein_coding,1761.0,1773.0,16,+,1.0,3089.0,5156.0,9.0,3702940.0,3708096.0
51944,51944,ENSG00000145216,FIP1L1,protein_coding,57290.0,81608.0,4,+,3.0,2422.0,82283.0,18.0,54243820.0,54326103.0
51946,51946,ENSG00000078018,MAP2,protein_coding,4108.0,4133.0,2,+,4.0,5643.0,154431.0,14.0,210444403.0,210598834.0
51949,51949,ENSG00000205981,DNAJC19,protein_coding,79463.0,131118.0,3,-,7.0,1392.0,6064.0,5.0,180701498.0,180707562.0
51951,51951,ENSG00000124380,SNRNP27,protein_coding,10859.0,11017.0,2,+,1.0,1398.0,11259.0,6.0,70121090.0,70132349.0
51956,51956,ENSG00000126602,TRAP1,protein_coding,9986.0,10131.0,16,-,1.0,2278.0,59560.0,18.0,3708038.0,3767598.0
51958,51958,ENSG00000211445,GPX3,protein_coding,2861.0,2878.0,5,+,1.0,1756.0,8555.0,5.0,150399999.0,150408554.0
51965,51965,ENSG00000130803,ZNF317,protein_coding,36966.0,57693.0,19,+,2.0,4020.0,23035.0,6.0,9251056.0,9274091.0
51967,51967,ENSG00000169515,CCDC8,protein_coding,58203.0,83987.0,19,-,1.0,3333.0,3333.0,1.0,46913586.0,46916919.0
51974,51974,ENSG00000125434,SLC25A35,protein_coding,124776.0,399512.0,17,-,1.0,2779.0,7088.0,6.0,8191082.0,8198170.0
51975,51975,ENSG00000120054,CPN1,protein_coding,1360.0,1369.0,10,-,1.0,1747.0,39577.0,9.0,101802065.0,101841642.0
51985,51985,ENSG00000182793,GSTA5,protein_coding,85740.0,221357.0,6,-,1.0,837.0,14352.0,7.0,52696541.0,52710893.0
51988,51988,ENSG00000183615,FAM167B,protein_coding,58930.0,84734.0,1,+,1.0,954.0,1643.0,2.0,32712818.0,32714461.0
51994,51994,ENSG00000162300,ZFPL1,protein_coding,7499.0,7542.0,11,+,1.0,1378.0,4180.0,8.0,64851694.0,64855874.0
51995,51995,ENSG00000205177,C11orf91,protein_coding,1015748.0,100131378.0,11,-,1.0,901.0,2632.0,2.0,33719654.0,33722286.0
51996,51996,ENSG00000103043,VAC14,protein_coding,34986.0,55697.0,16,-,1.0,3077.0,113719.0,19.0,70721342.0,70835061.0
51998,51998,ENSG00000133142,TCEAL4,protein_coding,55723.0,79921.0,X,+,3.0,1283.0,2236.0,3.0,102840419.0,102842655.0
51999,51999,ENSG00000149489,ROM1,protein_coding,6062.0,6094.0,11,+,1.0,1875.0,2379.0,3.0,62380213.0,62382592.0
52000,52000,ENSG00000132010,ZNF20,protein_coding,7525.0,7568.0,19,-,1.0,2337.0,8337.0,4.0,12242803.0,12251140.0
52011,52011,ENSG00000245848,CEBPA,protein_coding,1043.0,1050.0,19,-,1.0,2590.0,2590.0,1.0,33790840.0,33793430.0
52013,52013,ENSG00000107562,CXCL12,protein_coding,6351.0,6387.0,10,-,4.0,1564.0,8632.0,4.0,44871912.0,44880545.0
52018,52018,ENSG00000114204,SERPINI2,protein_coding,5244.0,5276.0,3,-,1.0,1421.0,32095.0,9.0,167159723.0,167191818.0
52019,52019,ENSG00000177300,CLDN22,protein_coding,33147.0,53842.0,4,-,1.0,2707.0,2707.0,1.0,184239220.0,184241927.0
52020,52020,ENSG00000067167,TRAM1,protein_coding,23226.0,23471.0,8,-,1.0,3088.0,35241.0,11.0,71485453.0,71520694.0
52028,52028,ENSG00000147421,HMBOX1,protein_coding,55421.0,79618.0,8,+,2.0,3194.0,162174.0,10.0,28748068.0,28910242.0
52030,52030,ENSG00000123131,PRDX4,protein_coding,10402.0,10549.0,X,+,1.0,914.0,18869.0,7.0,23685645.0,23704514.0
52034,52034,ENSG00000255221,CARD17,protein_coding,133289.0,440068.0,11,-,1.0,462.0,8962.0,4.0,104963196.0,104972158.0
52037,52037,ENSG00000157540,DYRK1A,protein_coding,1847.0,1859.0,21,+,4.0,5352.0,95775.0,11.0,38791904.0,38887679.0
52041,52041,ENSG00000115828,QPCT,protein_coding,25546.0,25797.0,2,+,1.0,1696.0,28712.0,7.0,37571753.0,37600465.0
52044,52044,ENSG00000008952,SEC62,protein_coding,7052.0,7095.0,3,+,1.0,6533.0,31581.0,8.0,169684580.0,169716161.0
52045,52045,ENSG00000167971,CASKIN1,protein_coding,36797.0,57524.0,16,-,1.0,5675.0,19281.0,20.0,2227184.0,2246465.0
52048,52048,ENSG00000166341,DCHS1,protein_coding,8573.0,8642.0,11,-,1.0,10729.0,34516.0,21.0,6642558.0,6677074.0
52050,52050,ENSG00000095739,BAMBI,protein_coding,25554.0,25805.0,10,+,1.0,1721.0,5444.0,3.0,28966424.0,28971868.0
52054,52054,ENSG00000119820,YIPF4,protein_coding,58482.0,84272.0,2,+,1.0,1959.0,28700.0,6.0,32502958.0,32531658.0
52055,52055,ENSG00000162944,RFTN2,protein_coding,79409.0,130132.0,2,-,1.0,3104.0,105057.0,9.0,198435527.0,198540584.0
52057,52057,ENSG00000184014,DENND5A,protein_coding,23013.0,23258.0,11,-,1.0,4939.0,126496.0,23.0,9160375.0,9286871.0
52059,52059,ENSG00000156831,NSMCE2,protein_coding,94768.0,286053.0,8,+,1.0,1204.0,275284.0,8.0,126104083.0,126379367.0
52060,52060,ENSG00000008086,CDKL5,protein_coding,6752.0,6792.0,X,+,2.0,3408.0,219714.0,22.0,18452034.0,18671749.0
52065,52065,ENSG00000005001,PRSS22,protein_coding,40696.0,64063.0,16,-,1.0,1380.0,5443.0,6.0,2902728.0,2908171.0
52066,52066,ENSG00000282937,PRSS22,protein_coding,40696.0,64063.0,16,-,1.0,1380.0,5443.0,6.0,2902728.0,2908171.0
52068,52068,ENSG00000112312,GMNN,protein_coding,30535.0,51053.0,6,+,1.0,1208.0,11114.0,7.0,24775164.0,24786278.0
52069,52069,ENSG00000126262,FFAR2,protein_coding,2850.0,2867.0,19,+,1.0,2052.0,2052.0,1.0,35940617.0,35942669.0
52071,52071,ENSG00000183153,GJD3,protein_coding,79054.0,125111.0,17,-,1.0,4040.0,4040.0,1.0,38516905.0,38520945.0
52078,52078,ENSG00000176108,CHMP6,protein_coding,55446.0,79643.0,17,+,1.0,1656.0,8292.0,8.0,78965641.0,78973933.0
52079,52079,ENSG00000010404,IDS,protein_coding,3403.0,3423.0,X,-,3.0,5799.0,26589.0,9.0,148560295.0,148586884.0
52080,52080,ENSG00000197632,SERPINB2,protein_coding,5023.0,5055.0,18,+,2.0,2028.0,16185.0,8.0,61554939.0,61571124.0
52083,52083,ENSG00000100350,FOXRED2,protein_coding,55822.0,80020.0,22,-,2.0,4982.0,19886.0,9.0,36883233.0,36903119.0
52087,52087,ENSG00000142185,TRPM2,protein_coding,7183.0,7226.0,21,+,1.0,5844.0,89480.0,32.0,45773484.0,45862964.0
52090,52090,ENSG00000089199,CHGB,protein_coding,1106.0,1114.0,20,+,1.0,2645.0,14031.0,5.0,5891974.0,5906005.0
52096,52096,ENSG00000213406,ANXA2P1,processed_pseudogene,300.0,303.0,4,-,1.0,1342.0,1342.0,1.0,154228621.0,154229963.0
52101,52101,ENSG00000242259,C22orf39,protein_coding,79355.0,128977.0,22,-,2.0,1758.0,6214.0,3.0,19429542.0,19435755.0
52103,52103,ENSG00000204501,PRAMEF15,protein_coding,166339.0,653619.0,1,+,2.0,1858.0,7014.0,4.0,13531574.0,13538588.0
52109,52109,ENSG00000163516,ANKZF1,protein_coding,34428.0,55139.0,2,+,2.0,2528.0,6846.0,14.0,220094544.0,220101391.0
52111,52111,ENSG00000189157,FAM47E,protein_coding,1000756.0,100129583.0,4,+,1.0,1539.0,32076.0,8.0,77172853.0,77204929.0
52112,52112,ENSG00000152669,CCNO,protein_coding,10163.0,10309.0,5,-,1.0,1429.0,2527.0,3.0,54526981.0,54529508.0
52115,52115,ENSG00000205755,CRLF2,protein_coding,40742.0,64109.0,X,-,4.0,715.0,16638.0,6.0,1289890.0,1306528.0
52119,52119,ENSG00000085733,CTTN,protein_coding,2002.0,2017.0,11,+,3.0,3153.0,38078.0,18.0,70244612.0,70282690.0
52124,52124,ENSG00000136099,PCDH8,protein_coding,5068.0,5100.0,13,-,2.0,3854.0,4665.0,3.0,53418109.0,53422774.0
52129,52129,ENSG00000131467,PSME3,protein_coding,10051.0,10197.0,17,+,2.0,3182.0,10354.0,11.0,40985423.0,40995777.0
52134,52134,ENSG00000197943,PLCG2,protein_coding,5304.0,5336.0,16,+,1.0,4208.0,178969.0,33.0,81812930.0,81991899.0
52146,52146,ENSG00000075461,CACNG4,protein_coding,26837.0,27092.0,17,+,1.0,3426.0,68538.0,4.0,64960980.0,65029518.0
52149,52149,ENSG00000052749,RRP12,protein_coding,22978.0,23223.0,10,-,2.0,4302.0,44669.0,33.0,99116458.0,99161127.0
52158,52158,ENSG00000146926,ASB10,protein_coding,79677.0,136371.0,7,-,3.0,1815.0,11693.0,6.0,150872785.0,150884478.0
52159,52159,ENSG00000169245,CXCL10,protein_coding,3602.0,3627.0,4,-,1.0,1171.0,2379.0,4.0,76942271.0,76944650.0
52164,52164,ENSG00000108389,MTMR4,protein_coding,8987.0,9110.0,17,-,1.0,5810.0,28358.0,19.0,56566893.0,56595251.0
52167,52167,ENSG00000175104,TRAF6,protein_coding,7146.0,7189.0,11,-,2.0,2520.0,21099.0,8.0,36510723.0,36531822.0
52168,52168,ENSG00000130962,PRRG1,protein_coding,5606.0,5638.0,X,+,5.0,4508.0,107965.0,4.0,37208528.0,37316548.0
52171,52171,ENSG00000164334,FAM170A,protein_coding,109791.0,340069.0,5,+,2.0,1300.0,6263.0,4.0,118965254.0,118971517.0
52179,52179,ENSG00000174788,PCP2,protein_coding,79096.0,126006.0,19,-,1.0,702.0,2063.0,4.0,7696507.0,7698570.0
52181,52181,ENSG00000055813,CCDC85A,protein_coding,77524.0,114800.0,2,+,1.0,3977.0,202051.0,6.0,56411258.0,56613309.0
52188,52188,ENSG00000122786,CALD1,protein_coding,796.0,800.0,7,+,5.0,4453.0,191316.0,14.0,134464164.0,134655480.0
52189,52189,ENSG00000232119,MCTS1,protein_coding,28721.0,28985.0,X,+,2.0,9691.0,16868.0,6.0,119738148.0,119755016.0
52194,52194,ENSG00000112149,CD83,protein_coding,9175.0,9308.0,6,+,2.0,2470.0,19283.0,5.0,14117865.0,14137148.0
52199,52199,ENSG00000170262,MRAP,protein_coding,35526.0,56246.0,21,+,2.0,807.0,21722.0,5.0,33664124.0,33685846.0
52200,52200,ENSG00000136883,KIF12,protein_coding,76650.0,113220.0,9,-,1.0,1987.0,7419.0,16.0,116853918.0,116861337.0
52201,52201,ENSG00000103343,ZNF174,protein_coding,7683.0,7727.0,16,+,2.0,2026.0,6014.0,3.0,3451190.0,3457204.0
52203,52203,ENSG00000221968,FADS3,protein_coding,3970.0,3995.0,11,-,1.0,1767.0,18008.0,12.0,61640998.0,61659006.0
52204,52204,ENSG00000130649,CYP2E1,protein_coding,1559.0,1571.0,10,+,1.0,1658.0,11753.0,9.0,135340867.0,135352620.0
52208,52208,ENSG00000113384,GOLPH3,protein_coding,40716.0,64083.0,5,-,1.0,2672.0,49601.0,4.0,32124824.0,32174425.0
52212,52212,ENSG00000148053,NTRK2,protein_coding,4884.0,4915.0,9,+,5.0,7098.0,208218.0,15.0,87284595.0,87492813.0
52217,52217,ENSG00000163104,SMARCAD1,protein_coding,36195.0,56916.0,4,+,3.0,5070.0,83427.0,24.0,95129016.0,95212443.0
52221,52221,ENSG00000180475,OR10Q1,protein_coding,85597.0,219960.0,11,-,1.0,1036.0,1036.0,1.0,57995354.0,57996390.0
52229,52229,ENSG00000088298,EDEM2,protein_coding,35030.0,55741.0,20,-,3.0,1902.0,32001.0,10.0,33703160.0,33735161.0
52232,52232,ENSG00000136487,GH2,protein_coding,2673.0,2689.0,17,-,4.0,815.0,1648.0,5.0,61957575.0,61959223.0
52233,52233,ENSG00000149136,SSRP1,protein_coding,6709.0,6749.0,11,-,1.0,2802.0,9892.0,17.0,57093459.0,57103351.0
52234,52234,ENSG00000136143,SUCLA2,protein_coding,8726.0,8803.0,13,-,1.0,2153.0,58671.0,11.0,48516791.0,48575462.0
52235,52235,ENSG00000127084,FGD3,protein_coding,59782.0,89846.0,9,+,2.0,3385.0,75358.0,18.0,95723160.0,95798518.0
52236,52236,ENSG00000173898,SPTBN2,protein_coding,6672.0,6712.0,11,-,1.0,7830.0,36150.0,37.0,66452720.0,66488870.0
52237,52237,ENSG00000165006,UBAP1,protein_coding,30752.0,51271.0,9,+,6.0,2794.0,73518.0,8.0,34179003.0,34252521.0
52238,52238,ENSG00000154655,L3MBTL4,protein_coding,60006.0,91133.0,18,-,1.0,3567.0,460205.0,20.0,5954705.0,6414910.0
52242,52242,ENSG00000149115,TNKS1BP1,protein_coding,59611.0,85456.0,11,-,1.0,5808.0,25310.0,12.0,57067103.0,57092413.0
52246,52246,ENSG00000115042,FAHD2A,protein_coding,30494.0,51011.0,2,+,1.0,1290.0,10431.0,8.0,96068448.0,96078879.0
52249,52249,ENSG00000173905,GOLIM4,protein_coding,27078.0,27333.0,3,-,1.0,2822.0,85763.0,16.0,167727654.0,167813417.0
52252,52252,ENSG00000187054,TMPRSS11A,protein_coding,109771.0,339967.0,4,-,2.0,2414.0,53213.0,10.0,68776019.0,68829232.0
52253,52253,ENSG00000142794,NBPF3,protein_coding,58434.0,84224.0,1,+,1.0,3751.0,44762.0,15.0,21766631.0,21811393.0
52254,52254,ENSG00000171060,C8orf74,protein_coding,83713.0,203076.0,8,+,1.0,1032.0,27956.0,4.0,10530147.0,10558103.0
52255,52255,ENSG00000285147,C8orf74,protein_coding,83713.0,203076.0,8,+,1.0,1032.0,27956.0,4.0,10530147.0,10558103.0
52260,52260,ENSG00000146830,GIGYF1,protein_coding,41196.0,64599.0,7,-,1.0,6305.0,9740.0,24.0,100277130.0,100286870.0
52262,52262,ENSG00000168818,STX18,protein_coding,32887.0,53407.0,4,-,1.0,2146.0,123079.0,11.0,4420696.0,4543775.0
52264,52264,ENSG00000125835,SNRPB,protein_coding,6588.0,6628.0,20,-,2.0,1073.0,9218.0,7.0,2442281.0,2451499.0
52266,52266,ENSG00000197385,ZNF860,protein_coding,110138.0,344787.0,3,+,1.0,3096.0,9854.0,2.0,32023266.0,32033120.0
52268,52268,ENSG00000053918,KCNQ1,protein_coding,3759.0,3784.0,11,+,2.0,3114.0,395888.0,16.0,2474452.0,2870340.0
52269,52269,ENSG00000282076,KCNQ1,protein_coding,3759.0,3784.0,11,+,2.0,3114.0,395888.0,16.0,2474452.0,2870340.0
52270,52270,ENSG00000088876,ZNF343,protein_coding,55014.0,79175.0,20,-,1.0,3622.0,27311.0,6.0,2462467.0,2489778.0
52272,52272,ENSG00000165879,FRAT1,protein_coding,9879.0,10023.0,10,+,1.0,2650.0,2650.0,1.0,99079022.0,99081672.0
52275,52275,ENSG00000107874,CUEDC2,protein_coding,54844.0,79004.0,10,-,1.0,1187.0,9421.0,9.0,104183002.0,104192423.0
52282,52282,ENSG00000165912,PACSIN3,protein_coding,29498.0,29763.0,11,-,3.0,1887.0,8937.0,11.0,47199073.0,47208010.0
52284,52284,ENSG00000179165,PXT1,protein_coding,85866.0,222659.0,6,-,1.0,2102.0,52337.0,5.0,36358329.0,36410666.0
52286,52286,ENSG00000171703,TCEA2,protein_coding,6879.0,6919.0,20,+,2.0,1668.0,12476.0,10.0,62691224.0,62703700.0
52288,52288,ENSG00000140450,ARRDC4,protein_coding,60120.0,91947.0,15,+,1.0,4059.0,13135.0,8.0,98503933.0,98517068.0
52289,52289,ENSG00000151575,TEX9,protein_coding,119487.0,374618.0,15,+,1.0,1401.0,80428.0,13.0,56657644.0,56738072.0
52291,52291,ENSG00000170373,CST1,protein_coding,1458.0,1469.0,20,-,1.0,757.0,3384.0,3.0,23728190.0,23731574.0
52293,52293,ENSG00000179083,FAM133A,protein_coding,94898.0,286499.0,X,+,4.0,3367.0,38261.0,4.0,92929012.0,92967273.0
52294,52294,ENSG00000163913,IFT122,protein_coding,35053.0,55764.0,3,+,4.0,3896.0,80223.0,30.0,129158968.0,129239191.0
52295,52295,ENSG00000114650,SCAP,protein_coding,22692.0,22937.0,3,-,1.0,4232.0,62261.0,23.0,47455184.0,47517445.0
52296,52296,ENSG00000174136,RGMB,protein_coding,94653.0,285704.0,5,+,1.0,4575.0,27199.0,5.0,98104999.0,98132198.0
52298,52298,ENSG00000101439,CST3,protein_coding,1460.0,1471.0,20,-,1.0,772.0,4280.0,3.0,23614294.0,23618574.0
52300,52300,ENSG00000165637,VDAC2,protein_coding,7374.0,7417.0,10,+,4.0,1808.0,20907.0,10.0,76970300.0,76991207.0
52301,52301,ENSG00000102054,RBBP7,protein_coding,5899.0,5931.0,X,-,2.0,2001.0,25481.0,12.0,16862775.0,16888256.0
52304,52304,ENSG00000172115,CYCS,protein_coding,33497.0,54205.0,7,-,1.0,5535.0,6710.0,3.0,25158270.0,25164980.0
52309,52309,ENSG00000114331,ACAP2,protein_coding,23282.0,23527.0,3,-,1.0,7147.0,168352.0,23.0,194995465.0,195163817.0
52311,52311,ENSG00000145675,PIK3R1,protein_coding,5263.0,5295.0,5,+,3.0,5797.0,13397.0,10.0,67584252.0,67597649.0
52313,52313,ENSG00000148719,DNAJB12,protein_coding,34077.0,54788.0,10,-,2.0,3770.0,22319.0,8.0,74092588.0,74114907.0
52314,52314,ENSG00000106789,CORO2A,protein_coding,7421.0,7464.0,9,-,2.0,5556.0,61808.0,12.0,100883257.0,100945065.0
52316,52316,ENSG00000214049,UCA1,lincRNA,1001018.0,652995.0,19,+,1.0,1410.0,6473.0,3.0,15939757.0,15946230.0
52320,52320,ENSG00000120659,TNFSF11,protein_coding,8534.0,8600.0,13,+,2.0,2272.0,39568.0,6.0,43142582.0,43182149.0
52323,52323,ENSG00000172733,PURG,protein_coding,29675.0,29942.0,8,-,2.0,2324.0,19935.0,2.0,30870839.0,30890774.0
52324,52324,ENSG00000116688,MFN2,protein_coding,9783.0,9927.0,1,+,2.0,4586.0,33334.0,18.0,12040238.0,12073572.0
52331,52331,ENSG00000161682,FAM171A2,protein_coding,94166.0,284069.0,17,-,1.0,2626.0,10134.0,8.0,42431101.0,42441235.0
52334,52334,ENSG00000133863,TEX15,protein_coding,35437.0,56154.0,8,-,1.0,10108.0,17473.0,4.0,30689060.0,30706533.0
52337,52337,ENSG00000154803,FLCN,protein_coding,83614.0,201163.0,17,-,2.0,2702.0,20496.0,11.0,17120006.0,17140502.0
52340,52340,ENSG00000169594,BNC1,protein_coding,643.0,646.0,15,-,1.0,4607.0,28813.0,5.0,83924655.0,83953468.0
52341,52341,ENSG00000107295,SH3GL2,protein_coding,6420.0,6456.0,9,+,1.0,2719.0,218169.0,9.0,17578953.0,17797122.0
52344,52344,ENSG00000253506,NACA2,protein_coding,109993.0,342538.0,17,-,1.0,769.0,769.0,1.0,59667794.0,59668563.0
52345,52345,ENSG00000132275,RRP8,protein_coding,23133.0,23378.0,11,-,1.0,1667.0,3659.0,7.0,6621152.0,6624811.0
52347,52347,ENSG00000159251,ACTC1,protein_coding,67.0,70.0,15,-,1.0,3686.0,7630.0,7.0,35080297.0,35087927.0
52348,52348,ENSG00000128591,FLNC,protein_coding,2302.0,2318.0,7,+,2.0,9041.0,28845.0,48.0,128470483.0,128499328.0
52351,52351,ENSG00000106610,STAG3L4,transcribed_unprocessed_pseudogene,41464.0,64940.0,7,+,1.0,2130.0,18897.0,5.0,66767616.0,66786513.0
52362,52362,ENSG00000148680,HTR7,protein_coding,3343.0,3363.0,10,-,3.0,3250.0,117095.0,3.0,92500576.0,92617671.0
52364,52364,ENSG00000172239,PAIP1,protein_coding,10458.0,10605.0,5,-,3.0,2547.0,30825.0,11.0,43526370.0,43557195.0
52365,52365,ENSG00000138308,PLA2G12B,protein_coding,58845.0,84647.0,10,-,1.0,1088.0,19572.0,4.0,74694938.0,74714510.0
52366,52366,ENSG00000171944,OR52A5,protein_coding,123692.0,390054.0,11,-,1.0,950.0,950.0,1.0,5152922.0,5153872.0
52368,52368,ENSG00000101421,CHMP4B,protein_coding,79346.0,128866.0,20,+,1.0,1642.0,43063.0,5.0,32399110.0,32442173.0
52375,52375,ENSG00000164167,LSM6,protein_coding,10998.0,11157.0,4,+,1.0,783.0,14378.0,4.0,147096835.0,147111213.0
52378,52378,ENSG00000167741,GGT6,protein_coding,79044.0,124975.0,17,-,2.0,2578.0,3654.0,4.0,4460222.0,4463876.0
52379,52379,ENSG00000213246,SUPT4H1,protein_coding,6787.0,6827.0,17,-,1.0,1484.0,7024.0,5.0,56422539.0,56429563.0
52381,52381,ENSG00000174944,P2RY14,protein_coding,9790.0,9934.0,3,-,2.0,2580.0,51709.0,3.0,150929905.0,150981614.0
52384,52384,ENSG00000172345,STARD5,protein_coding,56539.0,80765.0,15,-,1.0,1310.0,11517.0,6.0,81605007.0,81616524.0
52385,52385,ENSG00000158552,ZFAND2B,protein_coding,79434.0,130617.0,2,+,1.0,1279.0,2832.0,9.0,220071538.0,220074370.0
